taxon_id	species	gene_id	provider_protein_count	minimum_sequence_length	maximum_sequence_length	within_declared_length_gate_count	selected_accession	rejected_accession	selection_status	reason_code	evidence_note
13146	Melopsittacus undulatus	101870799	2	1817	1818	2	XP_030901062.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
44398	Melospiza georgiana	131094341	2	1788	1789	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1914991	Melospiza melodia melodia	134431146	2	1789	1790	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
40204	Melozone crissalis	128940008	1	1785	1785	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10047	Meriones unguiculatus	110550902	9	708	1827	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
57421	Merops nubicus	103774230	1	1811	1811	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
54374	Mesitornis unicolor	104537348	1	1818	1818	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10036	Mesocricetus auratus	101840909	9	693	1806	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
48745	Mesoplodon bidens	308607939	1	765	765	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
48708	Mesoplodon densirostris	132477900	4	758	1863	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
52113	Mesoplodon mirus	309793879	1	765	765	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
1415580	Microcaecilia unicolor	115481752	1	1902	1902	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30608	Microcebus murinus	105859393	8	754	1854	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
13151	Micromys minutus	308426606	1	1806	1806	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
79684	Microtus ochrogaster	101998006	2	1505	1795	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
111838	Microtus oregoni	121442452	5	1801	1816	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10058	Microtus pennsylvanicus	142859976	5	1792	1807	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
291302	Miniopterus natalensis	107528909	10	750	1873	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9433	Miniopterus schreibersii	308568551	12	759	1874	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9716	Mirounga angustirostris	123853951	15	791	1903	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9715	Mirounga leonina	118024950	2	811	1406	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
3061075	Mixophyes fleayi	142094849	2	1690	1690	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27622	Molossus molossus	118634791	12	743	1863	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
84833	Molothrus aeneus	136567307	1	1782	1782	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
84834	Molothrus ater	118696767	1	1779	1779	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
13616	Monodelphis domestica	554178	4	1838	1840	4	NP_001029141.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
40151	Monodon monoceros	114889332	10	765	1868	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
68408	Moschus berezovskii	129544459	8	746	1844	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1094192	Motacilla alba alba	119712206	8	1642	1787	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9886	Muntiacus reevesi	136148989	1	758	758	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
10089	Mus caroli	110304614	1	1809	1809	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10090	Mus musculus	12189	5	707	1812	4	NP_033894.3		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
10093	Mus pahari	110331180	2	1813	1814	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
39082	Muscardinus avellanarius	308275725	1	726	726	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
36723	Mustela erminea	116578513	10	775	1880	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9666	Mustela lutreola	131816810	11	774	1879	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
77151	Mustela nigripes	132003500	10	774	1878	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
36239	Mustela nivalis	309851244	33	718	1880	25			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9669	Mustela putorius furo	101671098	11	775	1879	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
33587	Mycteria americana	142419688	4	1776	1864	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
478635	Myiozetetes cayanensis	126646330	2	1792	1793	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
447135	Myodes glareolus	125407890	6	1761	1819	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
109478	Myotis brandtii	102250563	11	766	1856	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
98922	Myotis daubentonii	132218694	5	1809	1874	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
225400	Myotis davidii	102761726	8	766	1874	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
59463	Myotis lucifugus	102434930	2	1858	1876	2	XP_014314296.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
51298	Myotis myotis	118671456	8	766	1877	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
109481	Myotis nattereri	308532011	3	1807	1855	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
159337	Myotis yumanensis	138994789	2	1835	1856	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
7769	Myxine glutinosa	137437543	1	2410	2410	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
1026970	Nannospalax galili	103751919	7	614	1710	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
125878	Nanorana parkeri	108786054	1	152	152	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
27790	Natator depressus	141978698	1	1908	1908	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
2025560	Natrix helvetica	309382169	2	570	1434	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
61452	Neofelis nebulosa	131496864	12	764	1874	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
452646	Neogale vison	122906161	8	774	1884	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
29088	Neomonachus schauinslandi	110573207	3	698	1877	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
114329	Neopelma chrysocephalum	113976781	6	1765	1812	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1706337	Neophocaena asiaeorientalis asiaeorientalis	112397998	9	765	1870	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
309878	Neopsephotus bourkii	133219578	6	1630	1819	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
187126	Nesoenas mayeri	308049887	1	1740	1740	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
176057	Nestor notabilis	104401552	1	1788	1788	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30387	Netta rufina	311218416	1	1800	1800	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
128390	Nipponia nippon	104009881	1	1763	1763	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
61853	Nomascus leucogenys	100580360	3	1862	1863	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9315	Notamacropus eugenii	140528617	2	1856	1856	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8663	Notechis scutatus	113424430	1	1542	1542	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30464	Nothoprocta perdicaria	112960276	2	1825	1826	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
31919	Numenius arquata	141474716	1	1868	1868	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8996	Numida meleagris	110388719	12	368	1773	11			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
34880	Nyctereutes procyonoides	129508022	3	768	1880	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
48427	Nyctibius grandis	137673853	1	1763	1763	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9470	Nycticebus coucang	128570037	1	748	748	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
9978	Ochotona princeps	101523476	1	709	709	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
10160	Octodon degus	101580224	1	1834	1834	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9708	Odobenus rosmarus divergens	101362868	4	698	1881	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9874	Odocoileus virginianus	110132914	11	654	1858	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
2939378	Oenanthe melanoleuca	130264186	1	1804	1804	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
38674	Onychomys torridus	118588272	1	1822	1822	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
356909	Onychostruthus taczanowskii	121347721	1	1796	1796	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30419	Opisthocomus hoazin	104338704	4	1805	1852	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9733	Orcinus orca	101269506	11	764	1862	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9258	Ornithorhynchus anatinus	103167900	2	1346	1346	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
1230840	Orycteropus afer afer	103211749	1	767	767	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
9986	Oryctolagus cuniculus	100347269	4	761	1853	2	XP_017204702.2		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
59534	Oryx dammah	120867062	1	1855	1855	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30611	Otolemur garnettii	100952916	1	1797	1797	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9940	Ovis aries	101108584	50	714	1862	18			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
37174	Ovis canadensis	138447581	6	763	1862	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8884	Oxyura jamaicensis	118178921	6	1845	1923	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9597	Pan paniscus	100986197	51	692	1860	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9598	Pan troglodytes	449497	51	718	1863	31	NP_001038958.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9689	Panthera leo	122207223	11	765	1874	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9690	Panthera onca	132687582	11	764	1874	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9691	Panthera pardus	109258507	10	764	1874	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9694	Panthera tigris	102966376	11	765	1874	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
29064	Panthera uncia	125926591	10	764	1874	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
94885	Pantherophis guttatus	117664858	2	1869	1869	2	XP_034272113.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9555	Papio anubis	101022062	7	707	1863	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
143630	Paroedura picta	143825099	5	1568	1594	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9157	Parus major	107215173	5	1805	1806	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
48849	Passer domesticus	135286642	3	1792	1793	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9160	Passer montanus	120496693	4	1788	1794	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
372321	Patagioenas fasciata	136111618	6	1749	1751	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
36300	Pelecanus crispus	104037885	3	1722	1861	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
13735	Pelodiscus sinensis	102444617	6	1843	1890	6	XP_006125762.2		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
45623	Pelophylax lessonae	309566461	1	1624	1624	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
214514	Perognathus longimembris pacificus	125366407	1	1796	1796	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
564181	Peromyscus californicus insignis	128121514	3	503	1825	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
42410	Peromyscus eremicus	131917771	1	1823	1823	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10041	Peromyscus leucopus	114682837	1	1824	1824	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
230844	Peromyscus maniculatus bairdii	102913874	8	712	1830	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
3040969	Petaurus breviceps papuanus	138145918	9	756	1864	8			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
7757	Petromyzon marinus	116954779	4	2038	2101	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
889875	Pezoporus flaviventris	133281797	5	1589	1812	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
407982	Pezoporus occidentalis	134168801	5	737	1816	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
35540	Pezoporus wallicus	130601843	4	1593	1816	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
41426	Phacochoerus africanus	125115246	8	759	1887	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
33595	Phaenicophaeus curvirostris	138731262	1	1835	1835	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
37045	Phaethon aethereus	309413490	1	1814	1814	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
97097	Phaethon lepturus	104625332	1	1858	1858	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
126867	Phalacrocorax aristotelis	142067769	10	1822	1872	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9209	Phalacrocorax carbo	104049732	10	744	1872	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
38626	Phascolarctos cinereus	110198384	2	754	1857	1	XP_020828279.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9054	Phasianus colchicus	116233569	2	1746	1753	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9720	Phoca vitulina	116626875	10	792	1903	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9742	Phocoena phocoena	136139049	1	859	859	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
42100	Phocoena sinus	116745065	14	765	1870	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
109678	Phodopus roborovskii	127216728	1	1801	1801	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
111132	Phyllobates terribilis	141272670	1	1670	1670	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
89673	Phyllostomus discolor	114502888	7	758	1839	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9423	Phyllostomus hastatus	123817357	6	1836	1837	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9755	Physeter macrocephalus	102986597	1	1690	1690	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
591936	Piliocolobus tephrosceles	111537329	8	721	1864	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
412090	Pipistrellus hanaki	311611672	2	1866	1867	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
59472	Pipistrellus kuhlii	118726420	2	1866	1867	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
649802	Pipra filicauda	114000788	4	1810	1811	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
3385563	Pithys albifrons albifrons	139682932	3	1803	1803	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
257867	Platalea leucorodia	309600148	1	1816	1816	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
61862	Plecotus auritus	308253238	1	716	716	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
8319	Pleurodeles waltl	138299491	6	1903	1957	6	XP_069093862.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
90520	Podarcis bocagei	308570957	1	1690	1690	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1330250	Podarcis cretensis	307200613	1	1691	1691	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
140042	Podarcis erhardii	309327937	2	1591	1689	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
65481	Podarcis filfolensis	310747670	2	1589	1687	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
90521	Podarcis gaigeae	310829912	1	1689	1689	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
662736	Podarcis liolepis	310690475	1	1688	1688	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
