accession_version	taxon_id	species	gene_id	sequence_length	length_ratio_to_query	isoform_label	archive_scope	source_record_status	selection_status	reason_code	evidence_note
NP_001394803.1	9606	Homo sapiens	672	1794	0.962963	49	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394804.1	9606	Homo sapiens	672	1794	0.962963	49	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394808.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394810.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394811.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394813.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394814.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394815.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394816.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394818.1	9606	Homo sapiens	672	1793	0.962426	50	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394823.1	9606	Homo sapiens	672	1792	0.961889	6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394824.1	9606	Homo sapiens	672	1792	0.961889	6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394825.1	9606	Homo sapiens	672	1792	0.961889	6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394826.1	9606	Homo sapiens	672	1792	0.961889	6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394827.1	9606	Homo sapiens	672	1792	0.961889	6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394828.1	9606	Homo sapiens	672	1792	0.961889	6	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394829.1	9606	Homo sapiens	672	1792	0.961889	52	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394831.1	9606	Homo sapiens	672	1792	0.961889	52	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394833.1	9606	Homo sapiens	672	1792	0.961889	52	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394835.1	9606	Homo sapiens	672	1792	0.961889	52	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394836.1	9606	Homo sapiens	672	1792	0.961889	53	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394837.1	9606	Homo sapiens	672	1792	0.961889	53	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394838.1	9606	Homo sapiens	672	1792	0.961889	53	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394839.1	9606	Homo sapiens	672	1792	0.961889	53	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394844.1	9606	Homo sapiens	672	1791	0.961353	54	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394845.1	9606	Homo sapiens	672	1791	0.961353	55	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394846.1	9606	Homo sapiens	672	1791	0.961353	55	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394847.1	9606	Homo sapiens	672	1791	0.961353	55	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394848.1	9606	Homo sapiens	672	1779	0.954911	56	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394849.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394850.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394851.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394852.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394853.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394854.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394855.1	9606	Homo sapiens	672	1775	0.952764	57	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394856.1	9606	Homo sapiens	672	1774	0.952228	58	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394857.1	9606	Homo sapiens	672	1774	0.952228	58	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394858.1	9606	Homo sapiens	672	1774	0.952228	58	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394859.1	9606	Homo sapiens	672	1774	0.952228	59	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394860.1	9606	Homo sapiens	672	1774	0.952228	59	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394861.1	9606	Homo sapiens	672	1774	0.952228	59	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394862.1	9606	Homo sapiens	672	1774	0.952228	60	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394863.1	9606	Homo sapiens	672	1773	0.951691	61	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394864.1	9606	Homo sapiens	672	1773	0.951691	62	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394865.1	9606	Homo sapiens	672	1773	0.951691	63	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394866.1	9606	Homo sapiens	672	1762	0.945786	64	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394867.1	9606	Homo sapiens	672	1762	0.945786	64	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394868.1	9606	Homo sapiens	672	1761	0.945250	65	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394869.1	9606	Homo sapiens	672	1761	0.945250	66	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394870.1	9606	Homo sapiens	672	1760	0.944713	67	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394871.1	9606	Homo sapiens	672	1756	0.942566	68	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394872.1	9606	Homo sapiens	672	1755	0.942029	69	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394873.1	9606	Homo sapiens	672	1755	0.942029	70	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394874.1	9606	Homo sapiens	672	1755	0.942029	70	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394875.1	9606	Homo sapiens	672	1752	0.940419	71	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394876.1	9606	Homo sapiens	672	1752	0.940419	71	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394877.1	9606	Homo sapiens	672	1752	0.940419	71	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394878.1	9606	Homo sapiens	672	1752	0.940419	71	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394879.1	9606	Homo sapiens	672	1751	0.939882	72	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394880.1	9606	Homo sapiens	672	1751	0.939882	72	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394881.1	9606	Homo sapiens	672	1751	0.939882	73	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394882.1	9606	Homo sapiens	672	1751	0.939882	73	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394883.1	9606	Homo sapiens	672	1751	0.939882	74	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394884.1	9606	Homo sapiens	672	1751	0.939882	74	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394885.1	9606	Homo sapiens	672	1750	0.939345	75	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394886.1	9606	Homo sapiens	672	1750	0.939345	76	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394887.1	9606	Homo sapiens	672	1750	0.939345	77	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394888.1	9606	Homo sapiens	672	1736	0.931830	78	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394889.1	9606	Homo sapiens	672	1735	0.931294	79	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394891.1	9606	Homo sapiens	672	1735	0.931294	80	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394892.1	9606	Homo sapiens	672	1734	0.930757	81	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394893.1	9606	Homo sapiens	672	1709	0.917338	82	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394894.1	9606	Homo sapiens	672	1694	0.909286	83	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394895.1	9606	Homo sapiens	672	1567	0.841116	84	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394896.1	9606	Homo sapiens	672	1566	0.840580	85	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394897.1	9606	Homo sapiens	672	995	0.534085	86	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394898.1	9606	Homo sapiens	672	994	0.533548	87	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394899.1	9606	Homo sapiens	672	782	0.419753	88	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394900.1	9606	Homo sapiens	672	782	0.419753	88	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394901.1	9606	Homo sapiens	672	781	0.419216	89	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394902.1	9606	Homo sapiens	672	760	0.407944	90	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394903.1	9606	Homo sapiens	672	760	0.407944	90	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394904.1	9606	Homo sapiens	672	760	0.407944	90	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394905.1	9606	Homo sapiens	672	760	0.407944	90	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394906.1	9606	Homo sapiens	672	760	0.407944	90	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394907.1	9606	Homo sapiens	672	760	0.407944	90	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394908.1	9606	Homo sapiens	672	759	0.407407	91	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394909.1	9606	Homo sapiens	672	759	0.407407	91	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394910.1	9606	Homo sapiens	672	759	0.407407	91	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394911.1	9606	Homo sapiens	672	759	0.407407	91	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394912.1	9606	Homo sapiens	672	759	0.407407	91	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394913.1	9606	Homo sapiens	672	759	0.407407	92	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394914.1	9606	Homo sapiens	672	759	0.407407	92	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394915.1	9606	Homo sapiens	672	759	0.407407	92	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394919.1	9606	Homo sapiens	672	759	0.407407	91	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394920.1	9606	Homo sapiens	672	759	0.407407	92	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394921.1	9606	Homo sapiens	672	759	0.407407	92	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001394922.1	9606	Homo sapiens	672	759	0.407407	4	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395321.1	9606	Homo sapiens	672	758	0.406871	94	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395325.1	9606	Homo sapiens	672	758	0.406871	94	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395326.1	9606	Homo sapiens	672	758	0.406871	94	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395327.1	9606	Homo sapiens	672	758	0.406871	94	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395328.1	9606	Homo sapiens	672	758	0.406871	94	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395329.1	9606	Homo sapiens	672	758	0.406871	95	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395330.1	9606	Homo sapiens	672	758	0.406871	95	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395331.1	9606	Homo sapiens	672	758	0.406871	95	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395332.1	9606	Homo sapiens	672	758	0.406871	96	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395333.1	9606	Homo sapiens	672	758	0.406871	96	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395335.1	9606	Homo sapiens	672	757	0.406334	97	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395336.1	9606	Homo sapiens	672	757	0.406334	98	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395337.1	9606	Homo sapiens	672	757	0.406334	99	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
NP_001395338.1	9606	Homo sapiens	672	756	0.405797	100	selected_species	present	not_selected	NOT_PROMOTED_ONE_PER_SPECIES_SET	Provider record inventoried but not promoted into the fixed one-per-species set; it was not individually subjected to downstream BLAST, domain, or tree QC.
